# center_GeV,density_per_GeV,count
6.2500000000000001e-05,159.53638997784199,232.34838248774764
0.0001875,164.30884608829027,239.29897512626999
0.00031250000000000001,134.31055053690122,195.6095356841295
0.00043750000000000001,138.40122720299973,201.56718651714866
0.00056250000000000007,141.12834498039874,205.53895373916143
0.00068749999999999996,134.31055053690122,195.6095356841295
0.00081250000000000007,130.90165331515246,190.64482665661353
0.00093749999999999997,139.08300664734949,202.56012832265185
0.0010625000000000001,127.49275609340371,185.68011762909757
0.0011875,133.62877109255146,194.6165938786263
0.0013125000000000001,117.94784387250721,171.77893235205286
0.0014375,108.4029316516107,157.87774707500816
0.0015625000000000001,115.90250553945795,168.80010693554328
0.0016875,105.67581387421168,153.90597985299539
0.0018125000000000001,139.08300664734949,202.56012832265185
0.0019375,86.585989432418671,126.10360929890598
0.0020625000000000001,125.44741776035447,182.70129221258799
0.0021875000000000002,93.403783875916176,136.03302735393791
0.0023124999999999999,112.4936083177092,163.83539790802732
0.0024375,107.03937276291119,155.89186346400177
0.0025625000000000001,89.994886654167416,131.06831832642195
0.0026875000000000002,98.176239986364436,142.98361999246026
0.0028124999999999999,94.767342764615677,138.0189109649443
0.0029375,78.404636100221651,114.18830763286766
0.0030625000000000001,82.495312766320168,120.14595846588682
0.0031875000000000002,107.03937276291119,155.89186346400177
0.0033124999999999999,110.44826998465994,160.85657249151774
0.0034375,100.90335776376344,146.95538721447303
0.0035625000000000001,77.722856655871908,113.19536582736447
0.0036875000000000002,71.586841656724147,104.25888957783573
0.0038124999999999999,87.949548321118172,128.08949290991237
0.0039375,83.858871655019669,122.13184207689321
0.0040625000000000001,72.950400545423648,106.24477318884212
0.0041875000000000002,90.676666098517174,132.06126013192514
0.0043125000000000004,84.540651099369413,123.1247838823964
0.0044375000000000005,103.63047554116244,150.92715443648581
0.0045624999999999997,87.949548321118172,128.08949290991237
0.0046874999999999998,77.04107721152215,112.20242402186128
0.0048124999999999999,85.22243054371917,124.11772568789959
0.0049375,85.22243054371917,124.11772568789959
0.0050625000000000002,86.585989432418671,126.10360929890598
0.0051875000000000003,102.26691665246294,148.94127082547942
0.0053125000000000004,80.44997443327091,117.16713304937724
0.0054375000000000005,87.267768876768415,127.09655110440917
0.0055624999999999997,72.268621101073904,105.25183138333892
0.0056874999999999998,98.176239986364436,142.98361999246026
0.0058125,87.949548321118172,128.08949290991237
0.0059375000000000001,92.722004431566418,135.04008554843472
0.0060625000000000002,79.768194988921152,116.17419124387405
0.0061875000000000003,87.949548321118172,128.08949290991237
0.0063125000000000004,107.03937276291119,155.89186346400177
0.0064375000000000005,92.722004431566418,135.04008554843472
0.0065624999999999998,90.676666098517174,132.06126013192514
0.0066874999999999999,102.26691665246294,148.94127082547942
0.0068125,98.85801943071418,143.97656179796346
0.0069375000000000001,102.26691665246294,148.94127082547942
0.0070625000000000002,104.31225498551218,151.920096241989
0.0071875000000000003,111.1300494290097,161.84951429702093
0.0073125000000000004,102.26691665246294,148.94127082547942
0.0074375000000000005,116.58428498380771,169.79304874104648
0.0075624999999999998,110.44826998465994,160.85657249151774
0.0076874999999999999,115.90250553945795,168.80010693554328
0.0078125,116.58428498380771,169.79304874104648
0.0079375000000000001,136.35588886995049,198.58836110063908
0.0080625000000000002,117.94784387250721,171.77893235205286
0.0081875000000000003,139.76478609169922,203.55307012815504
0.0083125000000000004,144.5372422021475,210.50366276667739
0.0084375000000000006,138.40122720299973,201.56718651714866
0.0085625000000000007,125.44741776035447,182.70129221258799
0.0086875000000000008,146.58258053519674,213.48248818318697
0.0088125000000000009,176.58087608658579,257.1719276253275
0.008937500000000001,168.39952275438876,245.25662595928915
0.0090624999999999994,156.12749275609326,227.38367346023168
0.0091874999999999995,17.726265553093647,25.816486943083202
0.0093124999999999996,0,0
0.0094374999999999997,0,0
0.0095624999999999998,0,0
0.0096874999999999999,0,0
0.0098125,0,0
0.0099375000000000002,0,0
